@relation 'AT: poker-hand-training-true-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.577attribute_4-0.511attribute_5+0.393attribute_2+0.264attribute_3+0.263attribute_8... numeric
@attribute -0.678attribute_0+0.441attribute_8-0.34attribute_3+0.277attribute_1+0.253attribute_5... numeric
@attribute 0.562attribute_6+0.515attribute_1-0.441attribute_7-0.327attribute_5-0.289attribute_2... numeric
@attribute '0.677attribute_9-0.432attribute_3-0.313attribute_4+0.31 attribute_2+0.301attribute_6...' numeric
@attribute 0.581attribute_8-0.413attribute_7-0.352attribute_2-0.348attribute_4-0.311attribute_1... numeric
@attribute '0.608attribute_7-0.446attribute_2-0.371attribute_3+0.368attribute_6+0.23 attribute_8...' numeric
@attribute 0.516attribute_6-0.473attribute_1+0.432attribute_3-0.333attribute_0-0.281attribute_9... numeric
@attribute '0.493attribute_9-0.442attribute_5-0.404attribute_0+0.39 attribute_4+0.258attribute_8...' numeric
@attribute -0.506attribute_5-0.447attribute_1-0.434attribute_3-0.377attribute_7-0.355attribute_9... numeric
@attribute -0.484attribute_4-0.445attribute_2-0.441attribute_8-0.414attribute_0-0.35attribute_6... numeric
@attribute attribute_10 {0,1,2,3,4,5,6,7,8,9}

@data
-1.580336,0.377183,0.39891,-0.933234,-2.006571,0.969292,-1.275318,-0.228675,0.390834,0.945776,0
-0.733992,-0.382401,0.979396,-0.236055,1.106071,0.648879,0.553195,2.518384,-0.368783,-0.900825,2
0.489141,-0.637476,0.07113,-0.642474,0.248001,-1.061611,1.065284,-2.224819,-0.259265,-1.087896,0
0.366588,-0.935373,-0.094833,-0.536303,1.732358,-1.238377,-1.740979,0.652002,-1.129818,-0.4745,1
1.017881,-1.220795,-0.151391,0.064647,0.127522,-1.761354,0.583848,-2.139316,-1.114741,0.410391,0
-0.83324,-0.094433,0.258387,-0.133988,-0.367764,2.48707,0.500028,-1.011227,-0.066517,0.413535,1
0.919053,0.149028,-0.369808,0.891581,0.462172,-1.386741,0.87224,-0.751736,1.385054,0.198206,1
-0.273438,-1.172193,-0.839113,-1.341987,0.656643,0.768286,0.927682,-0.313645,0.025717,0.98295,1
0.456454,1.920504,0.274301,0.885468,-0.374804,-0.08976,-1.588665,1.578421,-0.433402,-0.014264,0
-0.436222,-0.430912,-0.064494,1.809078,0.670779,-0.227999,-0.236089,0.760621,0.297378,-3.115035,5
0.38592,-1.042588,-0.237454,-0.904757,0.580847,1.572394,1.459294,-0.565265,-1.753747,-0.481199,1
-0.925991,-1.695157,-0.469056,0.903733,-0.898942,1.486174,-1.937727,1.493355,0.551648,-0.219478,0
-0.829269,0.181037,0.173847,-0.604844,-1.612557,0.881512,0.479442,-0.572746,-0.037377,0.687061,0
0.427577,-0.066211,-0.104722,0.889793,1.150608,1.213551,1.096864,1.890348,0.076202,1.606445,0
-0.745208,-1.651695,-0.431485,1.210133,-0.553063,-1.981892,-1.066148,1.179533,1.699682,-0.358496,1
1.070924,-1.254185,0.732015,-0.396668,-0.092251,1.937082,-0.826808,0.614872,-1.167249,0.241048,1
0.154277,1.521341,0.79176,1.854624,-0.532435,0.445294,0.474247,-0.200552,-2.17217,1.471077,1
0.776041,-1.044894,-1.225153,0.34143,2.451532,0.229087,0.05215,0.116604,-1.828791,0.324327,1
-0.394726,0.882821,0.392977,0.356582,0.917992,0.19852,0.84242,0.302252,2.537392,-0.057798,1
-0.598436,0.375432,1.580494,0.718653,2.477596,0.93284,-1.073437,-1.863409,-0.832445,-0.28809,0
1.347053,0.496024,0.668015,-0.273824,0.804082,-0.394094,0.389999,0.874076,0.234159,1.362016,1
-0.793042,2.566405,-0.465828,-0.061078,-0.248689,-0.846681,-2.123053,0.641555,-0.660034,-0.093076,0
-1.362006,-1.043555,-0.271473,1.769556,0.000061,0.589809,-0.557787,-1.391815,0.0937,0.340111,0
1.471458,0.907963,-0.158511,1.67354,0.102151,-0.712553,-0.635129,0.127454,-0.724234,0.499206,1
0.593818,-1.169799,0.755301,0.102244,-0.05496,0.135514,0.880565,-0.843603,-1.500758,-0.573434,1
-0.781696,-0.276736,2.463715,-0.720785,-1.046195,0.464463,0.225685,-0.241878,0.336443,0.550515,1
-1.256367,-1.843988,-0.283723,0.71334,-0.01392,-0.049538,0.242947,-0.383298,-0.625235,0.011812,1
0.382623,0.678784,-2.068267,0.310904,-0.783744,-0.328741,0.230994,-0.61776,0.599648,0.451528,1
-1.120352,0.054159,1.507548,0.062549,-0.649339,-0.677881,-0.183964,-0.711738,1.163185,0.265072,0
-0.025259,0.009926,0.502628,0.257671,-0.370094,-0.996888,1.857339,0.032993,-0.219333,-0.996725,1
-1.882546,1.149886,0.826201,1.349908,-0.469143,-0.93535,0.357037,0.712824,-1.290521,-0.189751,0
-1.503027,0.142051,0.874706,-0.213391,-0.085107,-0.529948,-0.584688,1.390492,2.472936,0.275312,0
0.53338,0.143354,1.289032,-0.561374,1.597705,1.534742,-1.152861,-1.747715,1.448818,-0.580215,1
0.75038,1.970338,-0.047534,1.55485,0.491339,-0.864121,-0.749226,0.647955,1.518917,-0.593329,0
1.155565,-0.377288,2.66493,-0.128385,-0.374222,-0.518778,1.661435,0.300216,0.402497,1.360158,0
-0.017501,-0.051808,-0.086016,0.972449,1.084143,-0.113274,1.828597,0.652009,-0.653578,-0.356383,0
0.652128,0.180366,0.362489,-1.741793,-1.5719,-1.542352,0.398911,0.132133,1.397262,0.847533,0
-1.444155,0.659897,0.88224,0.057936,0.039632,0.316665,0.155792,0.553556,-0.552435,-0.840993,2
-1.699224,-0.338474,-0.086036,1.655926,-0.620555,1.019083,0.466287,1.630771,0.69116,-0.616116,0
-0.677804,0.11085,-1.059537,-0.32592,-1.001984,0.496779,-1.085518,-1.817639,-0.095873,1.490447,1
-0.559077,-1.160538,-0.467326,1.700448,-1.196199,-0.10516,-1.469377,-0.357455,0.261216,-0.179314,1
0.273787,-0.404012,-0.430278,-1.167959,0.239704,2.534386,0.243138,1.134463,0.834038,-0.774684,1
-0.267674,1.243816,-0.079917,-2.531634,0.251091,-0.521054,-1.096923,0.033603,0.175003,-0.497779,1
-2.038123,-0.713831,-1.517134,1.317315,0.162483,-0.765613,-1.089882,-0.440436,0.280891,0.968443,0
0.597054,-1.118867,1.030345,-0.035523,2.120144,-0.237691,-1.662545,0.592114,-0.414178,-0.145976,0
-1.927449,-0.27961,1.994415,-1.029561,-0.800763,-0.293733,-1.106469,-1.280119,0.468855,-0.016451,0
1.362549,-0.992807,-0.406318,-0.415577,0.490641,-0.32801,-0.839799,1.255718,-1.235407,0.914991,0
-0.096687,-0.87606,-1.68904,1.267476,-0.025145,-1.919607,0.098277,-0.564786,-0.707838,0.770918,1
0.265486,-1.148052,-0.387565,2.183838,-0.254216,1.002855,1.053674,1.021382,-0.033204,-0.366447,0
1.408387,0.606035,-0.602842,-0.666827,0.046473,-1.262482,0.097436,-0.348243,1.844279,-0.466213,1
-1.130078,-0.722326,-0.83633,-0.190573,-0.05146,-0.851044,0.241988,1.729546,-0.914426,2.485833,1
-0.157269,-0.071476,-1.312999,-0.310972,-0.122099,-0.992939,-0.356489,1.676935,0.016245,-0.32126,0
-2.362402,1.458945,-0.23607,-0.679313,-0.735032,0.519669,-0.826528,0.033291,-0.321817,1.129072,0
2.566002,1.078321,0.097811,0.064346,-1.673313,-0.618126,-0.476512,0.297454,0.291251,1.374043,1
0.263929,0.363989,0.212972,0.534195,-0.379235,-0.013134,-0.093223,1.115767,0.561833,1.355436,0
-0.142876,2.184477,-1.291586,-1.875276,-0.370352,-0.604237,0.910748,0.119208,-0.919542,-0.94338,1
-0.289433,-0.338341,0.351351,-1.021311,-2.08559,-0.075513,1.000164,0.246094,0.678788,-0.44637,0
-0.375754,2.483273,-0.128225,-0.042854,0.995577,-0.390628,-1.797728,-0.329622,-0.071628,1.016817,1
-0.688472,1.019259,-0.083582,-0.204923,0.890064,0.558082,-0.102967,0.383248,1.063474,1.175861,1
0.766309,-0.104411,0.190463,-1.033375,-0.255851,1.186093,0.755496,-1.5093,-1.237613,1.015221,1
-1.073629,-0.047822,0.061849,-0.823484,-0.959435,0.422303,1.158052,-0.761668,-0.676908,-1.27169,0
0.889057,-0.908527,-1.133794,-0.147451,-1.004598,1.287116,-0.090439,-0.919525,1.317104,-0.512671,1
0.775965,-0.817199,-0.481263,0.124685,1.290705,0.896697,-0.80467,0.17648,1.702687,-1.080021,1
-0.279845,-0.54063,1.290784,0.570686,-0.71414,0.733384,-2.241267,0.557206,0.520264,-1.525699,1
0.246144,0.43341,-0.326131,-0.35109,0.722786,-0.308599,1.361639,-0.159494,-1.068492,0.066441,1
1.394236,0.431737,-0.25638,0.297659,0.485959,-0.251168,-1.870581,0.319254,0.688341,-0.427674,1
0.585287,-0.382625,-0.326513,0.27746,2.004707,0.764356,-0.044192,-0.657377,-2.188651,0.061478,0
1.140811,0.582756,-0.10563,0.728593,-1.109171,1.88341,2.178177,0.372555,1.602662,0.406472,0
0.030249,-1.812107,-0.562526,-0.253585,0.128349,0.158822,-0.673847,1.671593,-0.281444,-0.992995,0
-1.456454,0.708465,-0.965315,-0.319854,1.43855,-0.419475,-0.825723,2.246772,0.764156,0.319355,0
0.365193,-1.041127,1.778819,0.199579,1.139774,0.496479,-1.873772,1.178283,0.017999,-1.019274,0
0.22679,-1.247763,-1.11209,1.885021,-1.827878,0.423445,0.723508,0.93032,0.666183,-0.629365,0
0.841366,-0.034647,-0.693653,1.136774,-1.214831,0.312105,-1.927393,0.052345,0.265527,0.648049,1
-0.363965,-0.262624,1.038153,-2.187738,-0.714684,-0.594765,-1.223816,0.572098,1.720668,0.340136,0
0.696525,-1.345345,1.131643,-0.193689,0.091176,-0.662196,-0.7532,-1.805977,-0.20702,1.038459,0
0.539866,-0.771754,-0.787498,-0.841188,1.107709,0.253762,0.211176,1.464255,-0.248432,-0.616674,0
-0.27618,-1.439305,0.102231,0.791557,0.347874,-0.497962,1.678726,0.896961,-0.838714,-0.763135,1
0.274986,-2.611961,0.47753,0.323979,0.636024,-1.261954,0.051981,-0.013824,0.460976,0.411058,1
0.379495,-0.428332,0.710918,-1.163873,-1.874136,0.214479,-0.125479,0.256748,0.927817,0.734441,0
-2.151748,-1.088001,0.552362,1.003433,-0.339111,-0.422932,-1.721131,0.447615,1.133133,0.321188,1
-1.207804,0.044688,0.412623,-1.126742,1.158923,0.448129,-0.551836,0.651209,-1.495069,-0.677786,4
1.149592,-0.085721,-1.36296,0.98704,2.199591,-1.152396,0.790133,-0.126184,-0.289011,-0.577072,1
0.039819,1.294553,-0.61291,2.912629,0.846169,0.021301,1.5701,0.403057,-0.010137,0.034272,0
-0.166958,-0.190272,-0.044523,-0.676815,0.723684,-0.532379,0.18452,0.83699,2.404166,1.506398,1
-0.071069,-1.719112,0.504546,-0.001858,0.498353,-0.447658,0.939561,1.032712,-0.469743,-2.191268,0
0.025665,-0.380143,-0.926065,-1.93964,1.534291,-0.200783,0.706122,0.280106,0.328946,1.189104,1
0.941704,1.133068,0.62852,-0.218009,-0.080844,0.775209,-0.384125,-2.092905,-0.317576,-0.063131,0
0.551016,0.316009,-0.70921,-0.894562,0.024111,1.344709,-1.440413,1.997337,0.023478,0.635671,0
2.089168,-1.225918,-0.981545,-0.825923,1.528654,0.414628,-0.503219,0.414235,-0.674333,0.340383,0
1.446635,-1.1561,-0.874428,-0.685096,0.255845,-1.496305,-0.917027,1.511986,-0.418175,-1.94383,1
-1.197138,-0.624982,-1.018027,-0.089238,2.058562,0.096489,-1.334254,-1.385786,1.553074,0.11475,1
1.094016,0.153518,0.435968,-1.192993,2.029533,-0.193036,0.036726,-1.080031,1.204469,-0.260652,2
0.885244,0.743296,0.534787,-0.854083,-1.247752,-1.802683,-0.939506,-0.68054,1.718736,-0.47011,1
-0.134595,-1.629062,-0.863823,-1.393157,1.726102,-1.291428,-0.069208,-0.114423,0.442449,-0.577524,1
-1.717375,-1.787407,0.360773,-0.499784,0.614993,0.22867,1.999674,-0.212993,-0.087673,0.223153,0
-2.437893,-0.434199,-0.313072,0.048795,-0.317895,1.411653,-1.196188,-0.924481,-0.690051,-0.342093,0
0.57534,1.455176,1.873513,-0.622009,1.325893,1.286177,0.731678,0.03271,0.671845,0.507319,1
-1.596602,-1.552132,0.280245,-0.049345,-0.767949,0.625789,0.051403,0.751287,0.53853,0.097763,1
-1.877238,-0.386304,-0.775697,-1.259724,0.719085,-1.617858,-0.512398,-0.887143,0.356897,-0.13852,0
2.08113,0.757611,0.197345,0.507845,-0.254569,1.738992,-0.693204,-0.019709,-0.899111,-0.188147,0
-1.686466,0.029902,1.647328,0.191059,-0.497145,-1.991772,0.69642,-0.360505,-1.952599,-0.157114,1
1.135531,-1.280315,-1.241654,-0.231033,-1.642462,0.719628,-1.196405,0.44737,0.426374,-0.307745,1
0.779548,-1.847013,-0.5204,-0.168414,-0.936978,-1.281388,0.004631,0.997349,-0.744698,-1.351807,0
0.08154,1.640781,-0.491482,-0.612997,-1.796209,-0.008464,-0.863883,-0.138616,-0.262589,-0.996279,0
-0.881495,-0.556174,-1.047277,0.681579,-1.402482,-0.777448,1.589318,0.727923,0.202671,-0.665553,1
-2.266062,-0.486607,-0.567277,0.565572,-0.000187,-1.111095,1.595742,1.50504,-1.245457,0.965093,1
-0.302477,-0.227279,-0.049437,-1.200198,0.191158,1.403517,0.871956,1.05874,0.311789,0.141892,1
-0.877044,1.619706,-0.136536,0.182169,-1.522044,-1.510841,0.053879,-1.214784,-0.129843,0.597168,1
1.726573,1.019052,0.892108,-0.250944,-0.636035,0.838964,0.698974,-1.904121,-0.749251,-0.746055,1
-0.605373,0.356676,0.983552,1.523472,-0.276055,0.20129,0.289245,-2.642516,0.361595,0.252082,0
2.329897,0.214369,-1.653873,0.342691,1.053158,-0.838772,0.509779,1.195517,-0.713237,0.372734,0
-0.417289,0.429834,0.108976,0.812,-2.008892,0.341207,1.260578,-0.660124,0.595229,-0.667494,1
-0.725984,0.062117,-1.483734,0.054966,2.310052,-0.147121,-1.335935,-1.359438,0.682539,-0.477064,1
0.314337,2.224481,0.369313,2.324343,1.213766,-0.091332,0.741507,-0.294579,1.041169,-0.743301,0
1.899522,0.972504,0.568156,-1.036382,0.638885,0.751547,-1.055291,1.366575,0.582129,1.692203,0
2.440445,0.479001,0.192964,-0.030207,0.83638,-0.694341,-0.911609,0.878443,0.601154,0.394911,3
0.978116,-0.821739,0.170285,-0.23621,2.404076,0.37198,-0.124067,0.641546,0.833228,0.366996,1
0.452868,0.794986,-0.823053,-0.679974,-2.016245,-0.974878,-0.079601,1.087005,1.643513,-0.365787,0
-0.860666,0.987456,0.397709,1.083475,0.880694,0.326972,-0.456404,-0.461425,0.86383,0.058202,0
-0.872146,0.165376,0.702112,0.45509,1.142973,0.508744,0.98947,-2.414408,0.735271,0.071331,1
-0.117825,0.443866,2.728555,-0.904063,-1.137248,0.749196,0.722219,-0.447639,1.225281,1.151776,0
-1.09812,-0.210216,-1.416326,0.109413,0.43744,1.864677,-1.149788,1.733121,0.412705,-0.636542,1
1.396893,0.665625,0.949304,1.37626,-0.331983,-0.347208,1.298586,1.582754,0.157277,-0.547334,0
1.601736,-0.562236,1.451746,-1.214041,1.700752,0.837682,0.2217,0.207363,0.387681,0.067959,0
1.173959,-1.427123,0.203536,0.840743,0.770389,1.765453,0.794645,0.201672,-0.451187,-0.301278,2
-1.054622,1.49601,0.310827,-0.256372,-0.106879,-0.013895,-0.982806,-2.042153,0.239404,0.95477,5
0.909617,0.024613,0.532403,0.837615,0.048271,0.269819,-1.075117,1.427644,0.632156,0.527101,0
0.907699,0.155843,-0.219801,-1.49314,-0.580708,1.654464,-1.738408,-0.171962,-0.251075,1.116195,2
-1.60617,0.921108,-0.464079,0.09198,0.065607,-0.387614,-1.293019,0.65473,-0.9019,2.108931,0
1.95617,0.33593,0.893825,-0.311963,-0.877066,-0.072651,-0.107872,-0.442169,-0.615999,-0.86517,0
-0.42053,0.918656,-0.026724,-1.297147,-2.159587,-1.826677,-0.817048,-1.339936,0.486199,-0.142805,0
2.495107,1.786105,-0.276511,0.113237,-0.485814,0.22187,-1.453655,-0.432037,1.476357,-0.190522,1
0.747277,-0.168352,-0.377279,-0.880327,2.281782,0.030136,-0.882529,-0.111682,-0.721078,1.153054,1
2.069562,-0.886161,0.550071,1.894627,-1.26459,1.083636,0.047407,-0.235944,-1.479809,-0.364866,0
-0.082358,-2.042158,-1.622974,0.590997,-1.533071,-0.607925,0.387887,0.675971,-0.289746,-0.962882,0
1.376908,-0.89795,1.25839,-1.255345,1.250349,-0.205217,-1.896797,-1.097803,0.911411,0.642834,0
1.903437,0.618443,1.154483,1.251089,0.59198,0.390477,0.194645,-0.510044,1.161791,-1.659467,0
0.255089,1.863026,-0.96498,0.484668,-0.657391,0.324702,1.613458,-1.483847,-0.441937,0.851036,0
-0.34554,0.297464,0.007269,-0.582976,-0.839414,0.936303,1.360538,0.784746,2.531976,-0.052239,3
0.051497,-0.083729,-0.716025,1.203884,0.731914,-2.224125,0.749641,0.123958,-1.170923,0.477157,1
0.151541,-0.660626,-0.466705,1.575164,-0.821792,-0.64629,-1.374369,-0.359169,0.406259,-1.105658,1
1.736768,0.766198,-0.30012,-0.052803,0.126119,0.010414,0.937609,0.823255,-1.293154,-0.648544,1
-0.074211,-0.273294,1.268792,1.365975,1.095086,-0.601959,-0.548803,-0.931356,-2.208449,-0.76685,1
-0.614144,2.229302,0.991896,1.847879,1.023199,-0.208019,0.350731,-1.161752,-0.174752,0.40337,2
-0.889064,0.373983,-1.369174,-0.899851,-0.764885,-1.147947,-0.294845,0.260892,-1.562828,0.50838,1
-0.484642,0.891685,-0.2397,-2.201123,0.914506,-0.667917,0.905645,1.223798,0.573059,-0.58378,0
0.195422,-0.727798,2.860178,-1.300925,0.449848,0.007896,0.325825,-0.889603,-0.273579,0.218378,0
1.170846,0.933485,-0.436221,-0.120917,0.647705,-0.316629,1.171548,0.198539,-0.718595,-0.851806,2
-0.599452,-1.366795,0.403034,0.099702,1.508519,-1.226465,-1.885383,-0.700113,-0.782043,1.145188,0
-0.393147,1.107134,-1.158397,-1.984625,0.481312,-0.493751,0.013398,1.572106,-0.903238,0.28083,1
-0.482853,-1.711749,2.28478,-0.722189,-1.317723,0.2713,0.014571,1.19708,-1.529018,0.236408,1
0.703293,0.734445,-0.242493,-2.302251,-1.476795,0.248076,-0.484894,1.852618,-0.091576,0.521054,0
-1.823343,-0.024304,-0.422105,-0.999826,-0.352436,0.191549,-1.837118,-0.615116,1.026236,0.239209,0
-0.048354,-1.903467,-0.78003,-1.229885,1.056799,0.082885,-0.185545,-0.62826,1.298446,0.54607,0
1.35134,-1.393029,1.760359,1.225341,1.451733,-0.381433,-0.997984,0.165234,0.016864,-0.161921,1
1.265026,-1.087466,0.569784,-1.143702,0.331938,-1.638258,-1.386917,-0.058013,0.454036,-0.98287,0
0.242423,-1.15097,-1.367465,-1.091407,0.928999,1.454036,0.901766,0.698742,-0.045821,0.64869,0
0.964609,-0.90898,0.598678,0.95992,-0.300489,-0.277164,0.15016,0.598577,-2.255912,-1.576243,0
0.610419,-0.459288,1.847054,-1.833404,1.107258,0.154859,-0.40265,0.755037,-0.346483,-0.649671,0
-1.077158,-0.009194,-0.59743,-1.494133,1.763569,-0.809635,-0.560583,1.434055,0.611457,-0.174116,1
-1.344225,-0.39728,-0.061704,-1.304171,1.463376,0.314756,0.703787,-0.466737,-0.769052,-0.073593,0
-0.778977,0.139078,-0.212009,0.630913,-1.695592,-1.368564,-0.199913,-0.065425,1.783614,-0.763235,4
-0.665368,0.077456,-0.54704,0.666873,1.420051,0.228746,-1.041259,0.492057,1.961013,-1.166126,1
0.955744,-1.375419,1.874154,0.023583,0.587277,0.485739,0.570874,-1.328288,1.139068,-0.488601,1
-0.104898,-1.695712,-0.282981,1.973764,0.087055,-0.55178,1.020035,0.501902,-0.447282,-1.639862,1
-1.562843,1.18437,1.35628,-0.25455,-0.5779,-1.258859,1.452356,-1.40469,-0.370463,0.251746,0
0.533483,-1.718759,1.036861,0.425527,0.656812,-0.727618,1.034424,-0.427708,0.346523,0.934409,1
-0.738543,-1.445866,-1.873636,-0.592491,-0.986699,-0.886996,0.449006,0.430102,0.542491,-0.067842,1
0.47652,1.411969,2.062895,-0.564352,2.026622,-0.320355,-0.156746,0.125238,-0.810677,1.226644,0
1.057432,-1.69608,1.451791,0.997675,1.145817,1.578741,-0.119651,0.582208,0.124925,-0.057467,0
-0.101965,-0.080771,0.488459,3.072023,0.690021,0.062903,0.777647,0.210809,1.315442,0.074337,0
-1.118948,0.135777,0.516267,0.354066,-0.327708,1.185799,-0.953256,1.796872,0.251906,-0.167083,0
-0.740025,1.339437,0.095097,-0.518539,-2.51514,-0.753501,0.768479,-0.317394,-1.531246,0.195678,1
-1.368797,-0.505462,0.879614,0.034147,-0.752304,0.022808,-1.070439,-1.999869,-0.926594,0.063227,0
-0.091074,1.310286,0.142456,0.402357,-1.002151,0.657424,-0.761386,0.148726,0.129608,1.522195,0
-0.642571,-0.152502,1.992711,1.17466,-0.131968,-0.252707,-0.154438,0.786506,0.645611,-0.303153,0
1.304807,1.661667,-1.299153,-0.015829,-0.329559,-0.21993,-0.532171,-1.290854,-0.642894,0.797852,2
-1.088655,-0.977135,-1.429365,0.980484,1.141773,0.211956,-0.827407,0.277225,-0.940302,-0.308476,0
-0.873068,-0.182504,0.489046,-0.19475,0.167781,1.40899,1.850285,-1.411556,0.14474,1.536123,0
-0.133585,0.629061,1.440841,0.069457,-1.556998,1.40582,-0.821632,1.513829,0.357827,1.084282,0
0.267354,-0.285305,-0.737692,0.744431,-1.907052,0.209877,0.803807,1.738469,0.520143,-1.093581,0
0.746137,-0.142034,-1.432482,-0.276109,-0.719345,0.344954,-0.975181,0.704156,-0.159596,-0.17114,0
1.583358,-0.311738,-0.477338,-0.591405,-1.415547,0.525511,-0.790291,-0.346831,0.52998,-1.617943,0
1.549964,-0.093241,1.439395,-0.327206,0.730024,2.184688,-0.083522,0.588131,-1.944572,0.507665,1
1.053872,-0.687107,-0.721022,0.89415,-0.249928,1.032154,-1.03249,-0.090475,1.55608,-0.95418,1
-0.872638,-0.187686,0.100636,-1.03022,0.577308,-1.00668,0.637964,-0.369177,1.646047,-0.002639,0
-1.223822,-0.827428,1.295796,-0.74737,-0.071117,-0.322953,-0.713583,0.607671,-2.173885,0.346323,0
0.440573,-0.003332,1.027641,-0.007469,0.470164,0.536044,0.958797,0.747993,0.134852,1.907063,1
-1.729922,0.321339,-0.281048,1.779892,0.750724,0.777253,1.038736,-0.456957,0.463499,0.268122,0
1.991942,-0.735065,0.422984,-0.52979,-0.025281,1.074105,-1.115925,-0.452308,-0.997459,0.532964,0
-1.951619,-1.684805,-0.690959,2.30422,0.317608,1.919985,0.315738,-0.431752,-0.553492,0.665874,0
2.506836,0.855279,-0.674462,-0.810742,-0.554377,-0.520928,-0.061344,-0.328445,-0.878596,0.799728,1
0.284286,0.245623,-1.325537,1.760051,-0.207031,-1.20454,1.527244,0.029086,0.013294,1.52182,1
-1.378373,-1.401824,-2.030205,1.225283,-1.105494,-0.393137,-1.304936,0.081946,0.118725,-0.213816,1
0.555726,1.517742,0.74601,-0.177442,-0.197058,0.303538,-1.366356,1.707116,-0.027475,0.237263,0
0.516349,1.185477,0.052032,0.970076,0.856815,-0.429616,-1.207695,0.397422,1.535506,1.465611,0
-0.674759,-0.208267,0.464485,-0.932415,-0.414664,-0.83506,-0.86358,2.079516,1.115842,1.010184,0
-0.986108,-0.280948,1.25972,-1.00811,-1.845815,1.103348,1.237043,1.540946,-0.558433,0.849512,0
0.565012,1.6697,-2.127357,0.011761,0.458845,-0.126362,-0.217467,-0.583066,0.697809,-0.436723,1
-1.30566,0.013072,0.609452,1.362681,1.3127,1.311645,-0.315877,-0.253818,-0.462306,0.111465,2
0.723094,0.511969,-0.946363,0.496723,-0.875789,1.357313,-0.338533,-1.62572,-0.603094,-1.148645,1
0.846,-0.937779,-0.943438,-0.29067,0.880033,-0.385821,-0.511939,1.011209,-1.402328,0.96119,0
-0.219729,0.147459,-1.378454,1.257387,0.601389,-0.170609,-2.093602,-1.144054,-0.416699,-0.051851,0
0.198008,1.161799,0.032177,0.821755,-1.54052,-0.635052,-1.724463,1.013887,0.822711,0.832946,1
1.24702,0.472746,-0.2673,-0.086802,-0.271657,1.204468,0.896024,-2.301834,-2.415624,-0.658975,1
0.627098,1.389122,-0.393727,-0.876147,1.348268,-1.606007,0.560606,-1.040509,1.050552,0.973823,0
-1.148148,-1.282165,2.240027,-0.16903,-0.267413,0.443243,-1.049464,0.016085,-0.068242,-1.000964,0
-0.035731,-0.237303,0.825323,0.325932,-0.152502,-1.39011,-1.727877,0.944211,1.266859,0.5916,0
-0.109324,-0.001704,0.543213,0.393752,-1.924049,0.358357,-1.864871,1.911554,0.403908,2.252022,0
0.452573,-0.601837,-1.176956,1.138268,0.671037,-0.291007,0.501657,-0.440313,-2.38097,-0.717918,0
0.517265,-0.439492,0.898115,0.608057,-1.83819,-0.449309,1.461432,0.46425,0.140865,-0.600219,1
1.039273,0.097684,1.404583,-0.195286,1.283991,1.21758,-0.284972,-1.353625,-1.036749,-0.668538,1
1.136812,-1.888319,2.056119,1.851189,-0.052706,-0.6524,0.121081,-0.585733,-0.060945,-0.080172,2
0.061689,-0.640109,-0.459168,-1.89302,-0.281534,-0.466991,-0.315629,-0.484629,0.232186,0.375347,1
1.276305,0.101033,-0.118692,-0.525923,0.651787,-0.3818,0.694887,-2.357688,-1.871012,-0.56382,0
-1.199877,0.014145,1.100743,1.043923,-0.189776,-0.333149,-0.917991,-1.711697,-0.556877,0.844968,2
1.24249,-2.008097,-0.051049,0.187105,1.593544,-1.365851,0.353118,0.55471,0.909226,-0.998823,1
-0.344551,2.500848,0.696651,1.542919,1.122546,-0.894483,0.481755,-0.43238,-0.851931,-0.726533,0
1.436623,0.236073,1.075882,0.674149,0.721435,1.450207,-2.400543,0.657292,-0.062893,0.7854,0
-1.334171,-0.273053,0.301471,0.873517,-1.081608,-1.304938,-2.032616,0.900666,0.839606,0.76191,0
0.190161,-0.341178,1.038465,0.29689,-0.627513,-1.181974,1.336899,-1.644847,-1.587962,-0.19204,1
-1.732115,1.04454,-0.84246,-0.808868,1.831761,0.632114,-0.173989,-0.359776,1.738447,-0.34199,1
-0.339086,0.479983,2.002983,1.037384,0.31252,-0.468033,0.636276,0.557342,0.458665,0.571926,0
-0.475966,1.225062,1.050769,0.769485,-0.61217,-1.202538,1.198633,-0.116794,0.008075,-0.614093,2
-1.599128,0.906891,1.098556,-0.997117,-0.86745,-0.360253,0.006807,-2.04828,-0.296413,0.636396,1
-0.635345,-0.495867,-1.585229,-1.081109,-0.69077,0.985335,-1.048754,-1.425024,0.762829,-0.049513,0
0.499509,-0.786226,-1.074883,0.568469,0.407351,0.287612,0.062673,-1.686311,0.459457,0.12105,1
-2.240842,-0.548514,0.167512,2.087622,-1.134647,0.129985,-0.833945,-0.915034,-1.420124,-0.88471,1
1.404384,-0.263984,0.779438,0.493298,1.48933,0.091747,-1.9221,-0.32436,-1.247716,0.169677,0
-0.858047,-0.692245,0.24122,-0.74096,-0.784016,0.501994,2.199313,0.040291,-0.765645,0.451525,0
-0.159714,1.653872,0.058823,2.347715,-0.412892,0.352684,-0.27752,-0.291388,-0.734086,1.481074,0
1.110579,-1.129601,-2.058315,0.113024,0.626912,-0.933665,0.633303,-1.501008,0.073051,0.104009,1
-0.413087,-1.757037,1.514881,-0.109917,-0.954675,0.762692,-1.050995,-0.240644,0.552913,0.100205,0
